# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
# DATASET  : Login Fraud Detection — Synthetic Cybersecurity Dataset,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR   : Karanam Shrivasta,,,,,,,,,,,,,,,,,,,,,,,,
# PLATFORM : Kaggle,,,,,,,,,,,,,,,,,,,,,,,,
# VERSION  : 2.0  |  DATE: 2024,,,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# ⚠️  DISCLAIMER — PLEASE READ BEFORE USING THIS DATASET,,,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 1. EDUCATIONAL PURPOSE ONLY,,,,,,,,,,,,,,,,,,,,,,,,
#    This dataset is generated STRICTLY for educational, research, and academic,,,,,,,,,,,,,,,,,,,,,,
#    purposes only. It is intended to help students and data scientists learn,,,,,,,,,,,,,,,,,,,,,,,,
#    machine learning concepts in the cybersecurity domain.,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 2. FULLY SYNTHETIC DATA — NOT REAL,,,,,,,,,,,,,,,,,,,,,,,,
#    Every row, IP address, session ID, timestamp, and value in this dataset,,,,,,,,,,,,,,,,,,,,
#    is 100% synthetically generated using Python (numpy + random). This dataset,,,,,,,,,,,,,,,,,,,,,,,,
#    does NOT represent any real person, real network, real server, or real,,,,,,,,,,,,,,,,,,,,,
#    organization. Any resemblance to real-world data is purely coincidental.,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 3. NO REAL IP ADDRESSES,,,,,,,,,,,,,,,,,,,,,,,,
#    The IP addresses included in this dataset are algorithmically constructed,,,,,,,,,,,,,,,,,,,,,,,,
#    fictional values. They do NOT correspond to any real device, user, ISP,,,,,,,,,,,,,,,,,,,,,,
#    or geographic location. They must NOT be used for any network scanning,,,,,,,,,,,,,,,,,,,,,,,,
#    targeting, or security testing on real infrastructure.,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 4. NO REAL SESSION OR USER DATA,,,,,,,,,,,,,,,,,,,,,,,,
#    Session IDs are MD5 hashes of random float values and carry no meaning.,,,,,,,,,,,,,,,,,,,,,,,,
#    They do not represent real user sessions, cookies, or authentication tokens.,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 5. PROHIBITED USES — DO NOT USE THIS DATASET FOR:,,,,,,,,,,,,,,,,,,,,,,,,
#    ✗  Training systems intended to attack real networks or systems,,,,,,,,,,,,,,,,,,,,,,,,
#    ✗  Building surveillance tools targeting real individuals,,,,,,,,,,,,,,,,,,,,,,,,
#    ✗  Any activity that violates local, national, or international law,,,,,,,,,,,,,,,,,,,,,,
#    ✗  Impersonation, fraud, or deception in any form,,,,,,,,,,,,,,,,,,,,,,
#    ✗  Commercial use without explicit written permission from the author,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 6. ORIGINALITY,,,,,,,,,,,,,,,,,,,,,,,,
#    This dataset is original and does not copy, replicate, or derive from,,,,,,,,,,,,,,,,,,,,,,
#    any existing public dataset including KDD Cup 99, CICIDS2017, NSL-KDD,,,,,,,,,,,,,,,,,,,,,,
#    UNSW-NB15, or any other known cybersecurity benchmark dataset.,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 7. NO WARRANTY,,,,,,,,,,,,,,,,,,,,,,,,
#    This dataset is provided 'as-is' without any warranty of accuracy,,,,,,,,,,,,,,,,,,,,,,,,
#    completeness, or fitness for any particular purpose. The author accepts,,,,,,,,,,,,,,,,,,,,,,,
#    no liability for any misuse or consequences arising from use of this data.,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# 8. ATTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,
#    If you use this dataset in any project, notebook, paper, or publication,,,,,,,,,,,,,,,,,,,,,
#    please credit: Karanam Shrivasta (Kaggle),,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
# DATASET STATISTICS,,,,,,,,,,,,,,,,,,,,,,,,
# Total Rows         : 450,,,,,,,,,,,,,,,,,,,,,,,,
# Total Columns      : 25,,,,,,,,,,,,,,,,,,,,,,,,
# Legitimate Logins  : 270 (label = 0),,,,,,,,,,,,,,,,,,,,,,,,
# Fraudulent Logins  : 180 (label = 1),,,,,,,,,,,,,,,,,,,,,,,,
# Missing Values      : 0,,,,,,,,,,,,,,,,,,,,,,,,
# Duplicate Rows      : 0,,,,,,,,,,,,,,,,,,,,,,,,
# Target Column       : label  (0 = Legitimate, 1 = Fraudulent),,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN REFERENCE,,,,,,,,,,,,,,,,,,,,,,,,
# row_id                   — Unique row identifier,,,,,,,,,,,,,,,,,,,,,,,,
# session_id               — Anonymized fictional session hash (MD5 of random),,,,,,,,,,,,,,,,,,,,,,,,
# timestamp                — Simulated login date and time (YYYY-MM-DD HH:MM:SS),,,,,,,,,,,,,,,,,,,,,,,,
# src_ip                   — Synthetic source IP address (NOT real),,,,,,,,,,,,,,,,,,,,,,,,
# dst_port                 — Destination port number,,,,,,,,,,,,,,,,,,,,,,,,
# country_code             — ISO 2-letter country code,,,,,,,,,,,,,,,,,,,,,,,,
# user_agent               — HTTP User-Agent string of client,,,,,,,,,,,,,,,,,,,,,,,,
# login_attempts_last_1h   — Failed login attempts from IP in last 1 hour,,,,,,,,,,,,,,,,,,,,,,,,
# failed_logins_last_24h   — Total failed logins from IP in last 24 hours,,,,,,,,,,,,,,,,,,,,,,,,
# session_duration_sec     — Duration of the session in seconds,,,,,,,,,,,,,,,,,,,,,,,,
# bytes_sent               — Bytes sent by client during session,,,,,,,,,,,,,,,,,,,,,,,,
# bytes_received           — Bytes received by client during session,,,,,,,,,,,,,,,,,,,,,,,,
# num_requests_per_session — Number of HTTP requests made in session,,,,,,,,,,,,,,,,,,,,,,,,
# password_entropy         — Shannon entropy of the attempted password (0-6),,,,,,,,,,,,,,,,,,,,,,,,
# account_age_days         — Age of target account in days,,,,,,,,,,,,,,,,,,,,,,,,
# is_vpn                   — 1 if traffic appears to come through a VPN,,,,,,,,,,,,,,,,,,,,,,,,
# is_tor_exit_node         — 1 if source IP is a known Tor exit node,,,,,,,,,,,,,,,,,,,,,,,,
# device_fingerprint_match — 1 if device matches account's known device profile,,,,,,,,,,,,,,,,,,,,,,,,
# geo_velocity_kmph        — Estimated impossible travel speed since last login,,,,,,,,,,,,,,,,,,,,,,,,
# new_device               — 1 if login is from a device never seen for account,,,,,,,,,,,,,,,,,,,,,,,,
# captcha_triggered        — 1 if CAPTCHA challenge was issued during session,,,,,,,,,,,,,,,,,,,,,,,,
# login_hour               — Hour of day when login occurred (0-23),,,,,,,,,,,,,,,,,,,,,,,,
# weekend_login            — 1 if login occurred on a Saturday or Sunday,,,,,,,,,,,,,,,,,,,,,,,,
# payload_anomaly_score    — Anomaly score of request payload content (0.0-1.0),,,,,,,,,,,,,,,,,,,,,,,,
# label                    — TARGET: 0 = Legitimate Login, 1 = Fraudulent Login,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
# This report and dataset was generated by Karanam Shrivasta,,,,,,,,,,,,,,,,,,,,,,,,
# For educational and non-commercial use only.,,,,,,,,,,,,,,,,,,,,,,,,
# ================================================================================,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
row_id,session_id,timestamp,src_ip,dst_port,country_code,user_agent,login_attempts_last_1h,failed_logins_last_24h,session_duration_sec,bytes_sent,bytes_received,num_requests_per_session,password_entropy,account_age_days,is_vpn,is_tor_exit_node,device_fingerprint_match,geo_velocity_kmph,new_device,captcha_triggered,login_hour,weekend_login,payload_anomaly_score,label
0,0d568a208c920525,25-12-2024 04:19,172.129.40.167,80,UA,libwww-perl/6.72,6,48,5,1761,4301,2,2.34,3,1,0,0,11669.9,0,0,3,0,0.953,1
1,a52398a4744c07b5,30-01-2024 01:21,91.40.64.221,443,CN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,18,27,82,2975,4664,481,1.49,20,0,1,0,6598.3,1,1,1,0,0.416,1
2,db5d096573c87c5a,19-01-2024 08:41,192.168.53.101,443,SG,Mozilla/5.0 (Android 13; Mobile) Chrome/119,1,2,3478,6834,36956,17,3.89,1478,0,0,1,99.1,0,0,11,0,0.164,0
3,38ec3a1a55f6c976,13-09-2024 20:16,192.168.63.220,8443,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,3,2730,11770,14052,12,5.28,217,0,0,1,55.6,0,0,11,1,0.244,0
4,9890d11f4dcab0c6,15-09-2024 23:57,172.216.35.54,3389,KP,Go-http-client/1.1,8,41,33,2029,3338,351,2.23,26,1,0,0,2078,0,1,22,0,0.766,1
5,ec98fcc8df398837,10-12-2024 18:53,103.180.204.235,443,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,0,1306,12657,44646,104,5.1,1381,0,0,1,46.7,0,1,12,0,0.253,0
6,17e1c41685ed554b,19-10-2024 01:11,194.155.71.80,8080,UA,masscan/1.3,7,47,64,221,3731,440,3.08,7,0,0,0,4974.5,1,1,23,0,0.953,1
7,58560113fc1d2a94,07-04-2024 22:39,103.132.72.55,8080,UA,Go-http-client/1.1,7,38,74,2011,4948,4,1.48,13,1,0,0,6586,1,1,23,1,0.876,1
8,43b4f0e91ae4b397,16-07-2024 17:09,172.229.106.225,443,CA,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,3,2456,2613,15727,20,3.69,1747,0,0,1,107.5,0,0,19,1,0.04,0
9,1ad7c8ff2252c190,19-05-2024 04:18,203.194.8.179,3389,PK,curl/7.88.1,5,31,89,1651,4352,136,3.14,0,0,0,0,7605.4,1,1,23,0,0.466,1
10,7a2df4cccb61aa9c,07-08-2024 18:38,192.168.165.197,80,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,3,1064,984,9434,65,4.95,734,0,0,1,56.2,0,1,9,0,0.045,0
11,8e3e294a69a4d557,13-06-2024 22:27,91.58.60.243,8080,UA,Go-http-client/1.1,6,49,6,496,3000,2,2.3,15,0,1,0,11790.9,1,1,5,0,0.605,1
12,caa55011c706e9d7,27-10-2024 18:52,77.169.6.56,443,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,1,2,879,5654,11862,58,3.92,748,0,0,1,11,0,0,17,0,0.248,0
13,3dd84073038f2f22,05-06-2024 17:52,192.168.118.12,443,GB,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,4,2022,8224,25277,35,5.93,1104,0,0,0,11,0,0,20,1,0.118,0
14,3ac0b60afbb00a6a,09-02-2024 00:21,45.187.153.98,8080,BR,masscan/1.3,3,41,80,582,1151,417,1.63,41,0,0,0,9740.5,1,1,4,1,0.811,1
15,2013c1866b856d51,17-07-2024 10:43,203.241.27.70,443,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,2,1,2810,2645,48009,85,5.12,964,0,0,1,90.2,0,1,16,1,0.287,0
16,99c4887f1efaf575,03-02-2024 18:35,192.168.201.210,443,CA,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,4,265,12704,36793,58,5.2,793,0,0,1,10.8,1,0,9,0,0.189,0
17,511fb1813e830357,03-01-2024 09:25,45.213.111.62,443,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,2,1553,2221,11735,36,3.76,1442,0,0,1,113,0,0,19,0,0.034,0
18,706baf4a5770902a,21-01-2024 06:35,192.168.189.108,443,SG,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,2,2,1556,6358,5949,47,3.51,1465,0,0,1,66.1,0,1,20,0,0.22,0
19,806848cfe85bc89e,15-03-2024 15:41,203.128.184.88,443,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,0,2,1331,11171,4335,79,3.82,1840,0,0,0,15.4,0,0,16,0,0.098,0
20,97c5a828fd2a0c85,12-02-2024 17:01,194.174.19.164,443,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120,2,3,1241,12026,3094,43,5.3,1564,0,0,1,12,0,1,19,0,0.258,0
21,aa3ba6d8280126f2,17-09-2024 10:14,192.168.162.79,443,FR,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,1,4,1859,3533,8223,13,5.2,1404,0,0,0,80.4,0,0,10,0,0.205,0
22,2ac08854979ad575,18-06-2024 02:56,91.188.175.224,443,KP,curl/7.88.1,8,23,41,1219,3018,430,2.46,5,1,1,1,1212.9,1,0,4,0,0.719,1
23,5c7aecbb5dd15136,23-10-2024 11:41,103.80.69.188,80,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,1,2676,4096,22470,88,4.23,1298,0,0,1,80.8,0,0,16,0,0.001,0
24,7c84c6ca341c97df,03-02-2024 07:17,194.172.37.141,443,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,1,2,1246,10537,12112,55,5.74,1027,0,0,1,109.9,0,0,18,0,0.064,0
25,23ae08e288a827a8,02-12-2024 02:20,172.153.13.91,22,KP,Mozilla/5.0 (Android 13; Mobile) Chrome/119,9,49,37,2199,1448,90,2.86,15,1,1,0,2019.7,0,1,23,1,0.606,1
26,9cce1a3712f4b124,11-08-2024 00:49,203.127.74.203,443,CN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,25,44,2,325,886,412,2.62,42,1,0,0,6617.5,1,0,0,0,0.667,1
27,d5682405520aad71,02-04-2024 23:07,185.236.26.249,3389,NG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/537,8,9,7,2027,2614,133,1.47,42,0,0,0,10001.7,1,1,4,1,0.781,1
28,5b30f6bc6389d7e6,04-03-2024 10:57,194.253.75.224,443,NL,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,1,4,2582,2081,9999,16,4.09,664,0,0,1,80.5,0,0,9,0,0.13,0
29,42daeb5fda7fa5b1,03-01-2024 14:07,192.168.196.36,443,SG,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,2,1735,9925,64858,38,4.9,1811,0,0,1,41.6,0,0,8,0,0.202,0
30,6fed4bb3801913de,25-07-2024 14:00,192.168.247.91,8443,AU,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,0,4,1129,9968,46300,18,4.51,238,1,0,1,56.3,1,0,15,0,0.045,0
31,4faca6dca6f81638,08-12-2024 03:39,62.34.202.51,22,VN,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/Safari,3,25,88,2928,3175,60,1.73,0,1,1,0,3661.4,1,1,4,0,0.594,1
32,7c0823bec9b152da,09-10-2024 05:22,62.77.110.183,3389,NG,masscan/1.3,9,44,56,372,4065,393,2.05,13,1,1,1,7389.3,1,0,22,1,0.774,1
33,7d917969beef3d23,28-09-2024 22:27,77.163.146.184,8443,NL,Mozilla/5.0 (X11; Linux x86_64) Firefox/121,2,3,3547,5533,56882,43,5.33,566,0,0,1,1.7,0,1,16,0,0.114,0
34,88a5c008f6b4bc98,05-06-2024 18:39,114.127.179.235,443,CA,Mozilla/5.0 (Android 13; Mobile) Chrome/119,0,0,483,2158,73371,7,5.65,476,0,0,1,117.8,0,0,9,0,0.103,0
35,97a1ac01b2886eb8,10-02-2024 23:52,91.46.242.233,22,PK,libwww-perl/6.72,29,31,2,203,2722,55,1.06,47,0,1,0,2358.6,1,1,4,1,0.512,1
36,e84cf31c4cf5bcc3,21-07-2024 01:59,62.246.54.81,22,IR,python-requests/2.28.1,8,22,41,1649,2386,1,2.36,6,1,0,0,1190.6,1,1,0,0,0.906,1
37,cefc9999851254fa,27-01-2024 04:07,77.93.139.105,22,KP,curl/7.88.1,1,39,68,2122,2613,8,1.21,29,0,1,0,6977.8,1,1,0,0,0.787,1
